Project,StationCode,Sample Year,SampleDate,Replicate,UniqueID,CollectionTime,CollectionMethod_BMI,UniqueID_CSCI,CSCI Score,So Cal IBI,North Coast IBI,UniqueID_IPI,IPI,UniqueID_ASCI,ASCIdiatom,ASCIsba,ASCIhybrid,D18,H20,S2,CRAM,Mean Water Alkalinity Total (mg/L),Mean Water Dissolved Oxygen (mg/L),Mean Water pH,Mean Water Specific Conductivity (uS/cm),Mean Water Temperature (C),Mean Water Temperature (F),Mean Water Turbidity (NTU)
RWB2_NapaRiv_BA_2021,206TUL080,2021,5/14/2021,1,,1/0/1900,BMI_RWB,206TUL080_2021_T_ABA_12673_BMI_RWB_1,0.535929082507774,,,206TUL080_5/14/2021_ICARE,1.07,206TUL080_5/14/2021_1,1.06380828007451,NA,NA,,,,,,5.9,7.41,257.3,14.2,57.6,
BASMAA_Historic_ICARE,206TUL120,2000,4/29/2000,1,,,BMI_CSBP_Trans,206TUL120_36645_BMI_CSBP_Transects1,1.001584,,,NA,,NA,,,,NA,NA,NA,,NA,8.9,NA,NA,12.9,NA,NA
SWB_RCMP_2011,206TUL120,2011,6/13/2011,1,206TUL12040707,1/0/1900,BMI_RWB,206TUL120_6/13/2011_BMI_RWB_SWB_RCMP_2011_R1,1.056723,83.6,70.35,206TUL120_6/13/2011,1.03,206TUL120_13-Jun-11_1,1.12100508258913,0.851535470829237,1.0913811192106,78,61,28,90,56,6.63,7.74,100,17.3,63.1,5.2
BASMAA_Historic_ICARE,206WAL010,2003,5/9/2003,1,,,BMI_CSBP_Trans,206WAL010_37750_BMI_CSBP_Transects1,0.403271,,,NA,,NA,,,,NA,NA,NA,,NA,11.71,NA,NA,16.4,NA,NA
BASMAA_Historic_ICARE,206WAL010,2004,4/19/2004,1,,,BMI_CSBP_Trans,206WAL010_38096_BMI_CSBP_Transects1,0.539407,,,NA,,NA,,,,NA,NA,NA,,NA,10.8,NA,NA,15.9,NA,NA
BASMAA_Historic_ICARE,206WCC600,2000,5/3/2000,1,,,BMI_CSBP_Trans,206WCC600_36649_BMI_CSBP_Transects1,0.841154,,,NA,,NA,,,,NA,NA,NA,,NA,12.6,NA,NA,14,NA,NA
BASMAA_Historic_CCCWP,206WIL030,2005,6/3/2005,1,,,BMI_TRC,206WIL030_38506_BMI_TargetedRiffleComposite1,0.421002,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL030,2006,6/13/2006,1,,,BMI_TRC,206WIL030_38881_BMI_TargetedRiffleComposite1,0.358169,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL030,2007,5/31/2007,1,,,BMI_CSBP_Comp,206WIL030_39233_BMI_CSBP_Composite1,0.222478,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL030,2007,5/31/2007,2,,,BMI_CSBP_Comp,206WIL030_39233_BMI_CSBP_Composite2,0.352773,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL030,2008,5/13/2008,1,,,BMI_CSBP_Comp,206WIL030_39581_BMI_CSBP_Composite1,0.41622,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL050,2005,5/7/2005,1,,,BMI_TRC,206WIL050_38479_BMI_TargetedRiffleComposite1,0.501937,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL050,2006,6/15/2006,1,,,BMI_TRC,206WIL050_38883_BMI_TargetedRiffleComposite1,0.431623,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL050,2007,5/19/2007,1,,,BMI_CSBP_Comp,206WIL050_39221_BMI_CSBP_Composite1,0.34303,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL058,2005,4/29/2005,1,,,BMI_TRC,206WIL058_38471_BMI_TargetedRiffleComposite1,0.528128,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL058,2006,6/15/2006,1,,,BMI_TRC,206WIL058_38883_BMI_TargetedRiffleComposite1,0.361888,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL060,2006,6/21/2006,1,,,BMI_TRC,206WIL060_38889_BMI_TargetedRiffleComposite1,0.448997,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL060,2007,5/19/2007,1,,,BMI_CSBP_Comp,206WIL060_39221_BMI_CSBP_Composite1,0.720259,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL060,2009,4/23/2009,1,,,BMI_CSBP_Comp,206WIL060_39926_BMI_CSBP_Composite1,0.534973,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL070,2005,4/29/2005,1,,,BMI_TRC,206WIL070_38471_BMI_TargetedRiffleComposite1,0.885735,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL070,2006,5/23/2006,1,,,BMI_TRC,206WIL070_38860_BMI_TargetedRiffleComposite1,0.784655,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL070,2007,5/12/2007,1,,,BMI_CSBP_Comp,206WIL070_39214_BMI_CSBP_Composite1,0.878666,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL070,2008,5/13/2008,1,,,BMI_CSBP_Comp,206WIL070_39581_BMI_CSBP_Composite1,0.739623,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL070,2009,4/23/2009,1,,,BMI_CSBP_Comp,206WIL070_39926_BMI_CSBP_Composite1,0.807816,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206WIL100,2001,5/3/2001,1,206WIL10037014,1/0/1900,BMI_CSBP_Trans,206WIL100_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.709902,28.66666667,24.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL130,2005,4/22/2005,1,,,BMI_TRC,206WIL130_38464_BMI_TargetedRiffleComposite1,0.564285,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL130,2006,5/24/2006,1,,,BMI_TRC,206WIL130_38861_BMI_TargetedRiffleComposite1,0.433801,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL130,2007,5/27/2007,1,,,BMI_CSBP_Comp,206WIL130_39229_BMI_CSBP_Composite1,0.619848,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL130,2009,4/14/2009,1,,,BMI_CSBP_Comp,206WIL130_39917_BMI_CSBP_Composite1,0.593735,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206WIL170,2001,5/4/2001,1,206WIL17037015,1/0/1900,BMI_CSBP_Trans,206WIL170_5/4/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.833214,46.66666667,29,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL180,2005,4/22/2005,1,,,BMI_TRC,206WIL180_38464_BMI_TargetedRiffleComposite1,0.747947,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL180,2006,5/15/2006,1,,,BMI_TRC,206WIL180_38852_BMI_TargetedRiffleComposite1,0.34121,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL180,2008,4/8/2008,1,,,BMI_CSBP_Comp,206WIL180_39546_BMI_CSBP_Composite1,0.874267,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206WIL180,2009,4/14/2009,1,,,BMI_CSBP_Comp,206WIL180_39917_BMI_CSBP_Composite1,0.789792,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206WIL190,2001,5/4/2001,1,206WIL19037015,1/0/1900,BMI_CSBP_Trans,206WIL190_5/4/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.87595,66,58.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206YOR200,2000,4/30/2000,1,,,BMI_CSBP_Trans,206YOR200_36646_BMI_CSBP_Transects1,0.792754,,,NA,,NA,,,,NA,NA,NA,,NA,11.8,NA,NA,15,NA,NA
BASMAA_Historic_ICARE,206YOR200,2001,4/19/2001,1,,,BMI_CSBP_Trans,206YOR200_37000_BMI_CSBP_Transects1,0.617917,,,NA,,NA,,,,NA,NA,NA,,NA,10,NA,NA,12.1,NA,NA
BASMAA_Historic_ICARE,206YOR600,2003,5/24/2003,1,,,BMI_CSBP_Trans,206YOR600_37765_BMI_CSBP_Transects1,1.151402,,,NA,,NA,,,,NA,NA,NA,,NA,10.06,NA,NA,16,NA,NA
BASMAA_Historic_ICARE,206YOR610,2004,4/28/2004,1,,,BMI_CSBP_Trans,206YOR610_38105_BMI_CSBP_Transects1,1.149546,,,NA,,NA,,,,NA,NA,NA,,NA,9.62,NA,NA,14.7,NA,NA
BASMAA_Historic_ICARE,206YOR610,2006,5/23/2006,1,,,BMI_CSBP_Trans,206YOR610_38860_BMI_CSBP_Transects1,0.769098,,,NA,,NA,,,,NA,NA,NA,,NA,9.5,NA,NA,14.1,NA,NA
RWB2_NapaRiv_BA_2021,206YOR610,2021,5/17/2021,1,,1/0/1900,BMI_RWB,206YOR610_2021_T_ABA_13417_BMI_RWB_1,0.823342548732742,,,206YOR610_5/17/2021_ICARE,0.85,206YOR610_5/17/2021_1,0.896250035495868,NA,NA,,,,,,10.16,8.18,231,14.2,57.6,
BASMAA_Historic_ICARE,206YOR850,2002,4/17/2002,1,,,BMI_CSBP_Trans,206YOR850_37363_BMI_CSBP_Transects1,0.542112,,,NA,,NA,,,,NA,NA,NA,,NA,10.64,NA,NA,10.9,NA,NA
BASMAA_Historic_CCCWP,207ALH020,2001,5/18/2001,1,,,BMI_CSBP_Trans,207ALH020_37029_BMI_CSBP_Transects1,0.495071,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH020,2002,4/17/2002,1,,,BMI_CSBP_Trans,207ALH020_37363_BMI_CSBP_Transects1,0.515738,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH020,2005,5/1/2005,1,,,BMI_TRC,207ALH020_38473_BMI_TargetedRiffleComposite1,0.457443,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH020,2006,5/17/2006,1,,,BMI_TRC,207ALH020_38854_BMI_TargetedRiffleComposite1,0.441616,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH020,2007,5/3/2007,1,,,BMI_CSBP_Comp,207ALH020_39205_BMI_CSBP_Composite1,0.481794,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH030,2001,5/18/2001,1,,,BMI_CSBP_Trans,207ALH030_37029_BMI_CSBP_Transects1,0.820033,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH040,2001,5/18/2001,1,,,BMI_CSBP_Trans,207ALH040_37029_BMI_CSBP_Transects1,0.748053,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH050,2005,5/15/2005,1,,,BMI_TRC,207ALH050_38487_BMI_TargetedRiffleComposite1,0.549728,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH050,2006,5/21/2006,1,,,BMI_TRC,207ALH050_38858_BMI_TargetedRiffleComposite1,0.52312,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH050,2007,5/3/2007,1,,,BMI_CSBP_Comp,207ALH050_39205_BMI_CSBP_Composite1,0.441345,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH050,2007,5/3/2007,2,,,BMI_CSBP_Comp,207ALH050_39205_BMI_CSBP_Composite2,0.467123,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH050,2008,5/2/2008,1,,,BMI_CSBP_Comp,207ALH050_39570_BMI_CSBP_Composite1,0.43301,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH050,2011,5/4/2011,1,,,BMI_CSBP_Comp,207ALH050_40667_BMI_CSBP_Composite1,0.642125,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH060,2002,4/17/2002,1,,,BMI_CSBP_Trans,207ALH060_37363_BMI_CSBP_Transects1,0.370442,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH060,2003,5/5/2003,1,,,BMI_CSBP_Trans,207ALH060_37746_BMI_CSBP_Transects1,0.395775,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH070,2001,5/17/2001,1,,,BMI_CSBP_Trans,207ALH070_37028_BMI_CSBP_Transects1,0.670846,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH080,2002,4/12/2002,1,,,BMI_CSBP_Trans,207ALH080_37358_BMI_CSBP_Transects1,0.63043,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH080,2003,5/5/2003,1,,,BMI_CSBP_Trans,207ALH080_37746_BMI_CSBP_Transects1,0.525268,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH080,2005,4/17/2005,1,,,BMI_TRC,207ALH080_38459_BMI_TargetedRiffleComposite1,0.607205,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH080,2006,5/17/2006,1,,,BMI_TRC,207ALH080_38854_BMI_TargetedRiffleComposite1,0.56355,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH080,2007,6/4/2007,1,,,BMI_CSBP_Comp,207ALH080_39237_BMI_CSBP_Composite1,0.507884,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH090,2001,5/17/2001,1,,,BMI_CSBP_Trans,207ALH090_37028_BMI_CSBP_Transects1,0.687988,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH090,2002,4/15/2002,1,,,BMI_CSBP_Trans,207ALH090_37361_BMI_CSBP_Transects1,0.759165,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH090,2003,5/5/2003,1,,,BMI_CSBP_Trans,207ALH090_37746_BMI_CSBP_Transects1,0.772048,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH090,2005,4/17/2005,1,,,BMI_TRC,207ALH090_38459_BMI_TargetedRiffleComposite1,0.824792,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH090,2006,5/12/2006,1,,,BMI_TRC,207ALH090_38849_BMI_TargetedRiffleComposite1,0.64227,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH100,2002,4/15/2002,1,,,BMI_CSBP_Trans,207ALH100_37361_BMI_CSBP_Transects1,0.53336,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH110,2001,5/17/2001,1,,,BMI_CSBP_Trans,207ALH110_37028_BMI_CSBP_Transects1,0.89059,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH110,2002,4/16/2002,1,,,BMI_CSBP_Trans,207ALH110_37362_BMI_CSBP_Transects1,0.352778,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH110,2005,5/1/2005,1,,,BMI_TRC,207ALH110_38473_BMI_TargetedRiffleComposite1,0.441283,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH110,2010,6/16/2010,1,,,BMI_CSBP_Comp,207ALH110_40345_BMI_CSBP_Composite1,0.481781,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH130,2001,5/16/2001,1,,,BMI_CSBP_Trans,207ALH130_37027_BMI_CSBP_Transects1,0.534016,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH130,2002,4/11/2002,1,,,BMI_CSBP_Trans,207ALH130_37357_BMI_CSBP_Transects1,0.574894,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH130,2009,5/17/2009,1,,,BMI_CSBP_Comp,207ALH130_39950_BMI_CSBP_Composite1,0.638517,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH140,2001,5/16/2001,1,,,BMI_CSBP_Trans,207ALH140_37027_BMI_CSBP_Transects1,0.448155,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH140,2002,4/11/2002,1,,,BMI_CSBP_Trans,207ALH140_37357_BMI_CSBP_Transects1,0.535702,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH140,2005,4/24/2005,1,,,BMI_TRC,207ALH140_38466_BMI_TargetedRiffleComposite1,0.524817,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH140,2006,5/16/2006,1,,,BMI_TRC,207ALH140_38853_BMI_TargetedRiffleComposite1,0.502438,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH140,2007,5/15/2007,1,,,BMI_CSBP_Comp,207ALH140_39217_BMI_CSBP_Composite1,0.51773,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH140,2008,5/2/2008,1,,,BMI_CSBP_Comp,207ALH140_39570_BMI_CSBP_Composite1,0.558504,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2001,5/16/2001,1,,,BMI_CSBP_Trans,207ALH150_37027_BMI_CSBP_Transects1,0.491048,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2002,4/16/2002,1,,,BMI_CSBP_Trans,207ALH150_37362_BMI_CSBP_Transects1,0.647023,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2003,5/4/2003,1,,,BMI_CSBP_Trans,207ALH150_37745_BMI_CSBP_Transects1,0.595929,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2005,4/19/2005,1,,,BMI_TRC,207ALH150_38461_BMI_TargetedRiffleComposite1,0.713647,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2006,5/26/2006,1,,,BMI_TRC,207ALH150_38863_BMI_TargetedRiffleComposite1,0.814601,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2007,5/11/2007,1,,,BMI_CSBP_Comp,207ALH150_39213_BMI_CSBP_Composite1,0.879535,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH150,2009,5/17/2009,1,,,BMI_CSBP_Comp,207ALH150_39950_BMI_CSBP_Composite1,0.661806,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH160,2001,5/16/2001,1,,,BMI_CSBP_Trans,207ALH160_37027_BMI_CSBP_Transects1,0.515221,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH170,2002,4/12/2002,1,,,BMI_CSBP_Trans,207ALH170_37358_BMI_CSBP_Transects1,0.636008,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH170,2003,5/4/2003,1,,,BMI_CSBP_Trans,207ALH170_37745_BMI_CSBP_Transects1,0.580141,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH170,2005,4/19/2005,1,,,BMI_TRC,207ALH170_38461_BMI_TargetedRiffleComposite1,0.676728,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH170,2006,5/16/2006,1,,,BMI_TRC,207ALH170_38853_BMI_TargetedRiffleComposite1,0.571623,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH170,2007,5/15/2007,1,,,BMI_CSBP_Comp,207ALH170_39217_BMI_CSBP_Composite1,0.494755,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,207ALH170,2008,5/10/2008,1,,,BMI_CSBP_Comp,207ALH170_39578_BMI_CSBP_Composite1,0.375419,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
SWB_CMAP_2004,207CE0058,2004,5/19/2004,1,,,BMI_RWB,207CE0058_5/19/2004_BMI_RWB_SWB_CMAP_2004_R1,0.496148,,,207CE0058_5/19/2004,0.92,NA,,,,NA,NA,NA,,NR,9.2,NR,911,17.6,63.7,NR
SWB_CMAP_2004,207CE0058,2004,5/19/2004,1,207CE005838126,1/0/1900,BMI_TRC,207CE0058_5/19/2004_BMI_TRC_SWB_CMAP_2004_R1,0.417685,7,14,207CE0058_5/19/2004,0.92,NA,,,,NA,NA,NA,,NR,9.2,NR,911,17.6,63.7,NR
SWB_CMAP_2005,207CE0166,2005,5/24/2005,1,,,BMI_RWB,207CE0166_5/24/2005_BMI_RWB_SWB_CMAP_2005_R1,0.347827,,,207CE0166_5/24/2005,0.63,NA,,,,NA,NA,NA,,NR,7.3,NR,1510,18.9,66,NR
SWB_CMAP_2005,207CE0166,2005,5/24/2005,1,207CE016638496,1/0/1900,BMI_TRC,207CE0166_5/24/2005_BMI_TRC_SWB_CMAP_2005_R1,0.436407,3,11,207CE0166_5/24/2005,0.63,NA,,,,NA,NA,NA,,NR,7.3,NR,1510,18.9,66,NR
SWB_CMAP_2006,207CE0230,2006,5/24/2006,1,,,BMI_RWB,207CE0230_5/24/2006_BMI_RWB_SWB_CMAP_2006_R1,0.53935,,,207CE0230_5/24/2006,0.77,NA,,,,NA,NA,NA,,400,8,NR,787,17.3,63.1,NR
SWB_CMAP_2006,207CE0230,2006,5/24/2006,1,207CE023038861,1/0/1900,BMI_TRC,207CE0230_5/24/2006_BMI_TRC_SWB_CMAP_2006_R1,0.606889,7,13.95,207CE0230_5/24/2006,0.77,NA,,,,NA,NA,NA,,400,8,NR,787,17.3,63.1,NR
SWB_CMAP_2007,207CE0326,2007,9/6/2007,1,,,BMI_RWB,207CE0326_9/6/2007_BMI_RWB_SWB_CMAP_2007_R1,0.409228715,,,NA,,NA,,,,NA,NA,NA,,210,9.5,,474,19.1,66.4,
SWB_CMAP_2007,207CE0326,2007,9/6/2007,1,207CE032639331,1/0/1900,BMI_TRC,207CE0326_9/6/2007_BMI_TRC_SWB_CMAP_2007_R1,0.564560547,12.6,20.35,NA,,NA,,,,NA,NA,NA,,210,9.5,,474,19.1,66.4,
SWB_CMAP_2004,207CE0486,2004,6/3/2004,1,,,BMI_RWB,207CE0486_6/3/2004_BMI_RWB_SWB_CMAP_2004_R1,0.96992,,,207CE0486_6/3/2004,1.16,NA,,,,NA,NA,NA,,280,8.6,NR,545,15.6,60.1,NR
SWB_CMAP_2004,207CE0486,2004,6/3/2004,1,207CE048638141,1/0/1900,BMI_TRC,207CE0486_6/3/2004_BMI_TRC_SWB_CMAP_2004_R1,1.013075,67,55,207CE0486_6/3/2004,1.16,NA,,,,NA,NA,NA,,280,8.6,NR,545,15.6,60.1,NR
SWB_CMAP_2004,207CE0550,2004,7/26/2004,1,,,BMI_RWB,207CE0550_7/26/2004_BMI_RWB_SWB_CMAP_2004_R1,0.336166,,,207CE0550_7/26/2004,0.62,NA,,,,NA,NA,NA,,NR,8.2,NR,857,26,78.8,NR
SWB_CMAP_2004,207CE0550,2004,7/26/2004,1,207CE055038194,1/0/1900,BMI_TRC,207CE0550_7/26/2004_BMI_TRC_SWB_CMAP_2004_R1,0.533008,11,16,207CE0550_7/26/2004,0.62,NA,,,,NA,NA,NA,,NR,8.2,NR,857,26,78.8,NR
SWB_CMAP_2004,207CE0550,2004,7/26/2004,2,,,BMI_TRC,207CE0550_7/26/2004_BMI_TRC_SWB_CMAP_2004_R2,0.534493,,,207CE0550_7/26/2004,0.62,NA,,,,NA,NA,NA,,NR,8.2,NR,857,26,78.8,NR
SWB_CMAP_2005,207CE0614,2005,6/22/2005,1,,,BMI_RWB,207CE0614_6/22/2005_BMI_RWB_SWB_CMAP_2005_R1,0.429666,,,207CE0614_6/22/2005,0.94,NA,,,,NA,NA,NA,,NR,5,NR,610,16.9,62.4,NR
